obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccH2O_des,CO2_hrs,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
241,1718979913,3577.9,20240621 09:25:13,9:25:13,5,5657,ozzie,1718979905,0.001976964,1.976963988,10.24441877,736.9909231,540.7707499,53.54962972,72.98026205,0.095292592,2.910700901,0.093592752,0.058645668,321.5161228,32.98795782,32.98795782,5.048689598,65.1679581,3.042442231,4.668616785,2.006247368,-87.18411186,-217.4554832,-16.99204459,-0.115516852,31.85460183,1.974402653,10.24441877,815.0746838,784.9878667,3.448762977,64.73330297,1.976963988,28.43568147,30.73487939,3.21E-05,126.4284892,0,0,1,0,51579,2000.000769,1681.200646,0.8406,0.160758,6,0.5,0: Broadleaf,2,TRUE,1718979905,736.9909231,776.9638462,30.72409231,28.42753077,740.6885385,30.33916923,499.9842308,98.92469231,0.099949338,31.6022,31.88747692,999.9,0,0,10000.47846,0,162.4343077,-39.97277692,760.3520769,799.6973077,2.296568462,776.9638462,28.42753077,3.039372308,2.812184615,24.24517692,22.95577692,2000.000769,0.980002,0.0199976,0,2.336484615,0,29673.88462,17403.85385,39.562,39.937,39.125,38.687,39.187,1960.000769,40,0,1718979882,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-39.82682857,-3.202254545,0.335548576,0,2.297074762,-0.010747792,0.001994924,1,1,2,2-Jan,3.13146,2.77817,0.151342,0.156202,0.134132,0.12729,31872.4,34026.4,33988.8,36557,41539.2,45755.1,53039.4,58392,1.94342,1.91795,0.147339,0,29.4899,999.9,71.261,29.034,29.0276,60.5039,47.7123,1,0.00850355,0.0697168,20.1598,5.19632,12.0099,4.9748,3.29393,9999,9999,999.9,9999,1.86309,1.8678,1.86752,1.86876,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.721,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34561.9,34561.7,1.71143,2.59644,1.54785,2.27539,1.64673,2.28394,32.976,15.1039,18,498.243,474.517,29.864,28.3481,30,28.289,28.2334,34.3699,0,100,-999.9,824.574,32.198,96.4023,94.6292,NA
242,1718979918,3582.9,20240621 09:25:18,9:25:18,5,5657,ozzie,1718979910,0.00197518,1.975180105,10.14349577,753.6817692,558.4912931,55.30433617,74.63298076,0.09522594,2.913919566,0.093530293,0.058606265,321.5163683,32.98857884,32.98857884,5.048865784,65.17624303,3.043101413,4.669034715,2.005764371,-87.10544263,-217.5457776,-16.98050657,-0.11535849,31.92995767,1.97378195,10.14349577,832.269429,802.2672182,3.456667905,64.73330297,1.975180105,28.4422095,30.73947394,1.74E-05,126.4284892,0,0,1,0,51468,2000.002308,1681.201938,0.840599999,0.160757999,6,0.5,0: Broadleaf,2,TRUE,1718979910,753.6817692,793.7842308,30.73078462,28.43495385,757.3934615,30.34586154,499.9826923,98.92464615,0.099880915,31.60377692,31.8844,999.9,0,0,10018.90769,0,153.5491538,-40.10241538,777.5773077,817.016,2.295841538,793.7842308,28.43495385,3.040033077,2.812917692,24.24880769,22.96007692,2000.002308,0.980002,0.0199976,0,2.3307,0,29678.55385,17403.85385,39.562,39.937,39.125,38.70153846,39.187,1960.002308,40,0,1718979887,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-40.011995,-1.710464662,0.253491093,0,2.296279,-0.003104662,0.001497194,1,1,2,2-Jan,3.13175,2.77823,0.153562,0.158257,0.134149,0.127314,31789.2,33943.3,33989,36556.8,41538.7,45753.7,53039.5,58391.5,1.94385,1.91765,0.147332,0,29.4937,999.9,71.261,29.034,29.0273,60.4239,47.5681,1,0.0736484,0,20.16,5.19692,12.0099,4.97515,3.29395,9999,9999,999.9,9999,1.8631,1.8678,1.86752,1.86877,1.86965,1.86569,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.734,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562,34561.8,1.74316,2.60742,1.54785,2.27539,1.64673,2.21802,32.9537,15.0952,18,498.521,474.329,29.8666,28.3493,30,28.289,28.2334,34.9008,0,100,-999.9,838.063,32.198,96.4027,94.6284,NA
243,1718979923,3587.9,20240621 09:25:23,9:25:23,5,5657,ozzie,1718979915,0.001975532,1.975531967,10.39718884,770.2709231,570.2716342,56.4708566,76.27568379,0.095227708,2.912380041,0.09353112,0.058606864,321.5159127,32.99204555,32.99204555,5.049849407,65.17975352,3.043763677,4.669799305,2.00608573,-87.12095974,-217.5222364,-16.98817441,-0.115457821,31.75279538,1.97413231,10.39718884,848.4750983,818.877497,3.31492831,64.73330297,1.975531967,28.44881031,30.74631636,2.19E-05,126.4284892,0,0,1,0,51615,2000,1681.199955,0.840599977,0.160757956,6,0.5,0: Broadleaf,2,TRUE,1718979915,770.2709231,810.1985385,30.73748462,28.44136923,773.9964615,30.35255385,500.006,98.92453077,0.099957246,31.60666154,31.88833846,999.9,0,0,10010.10385,0,145.7705385,-39.92765385,794.698,833.9162308,2.296121538,810.1985385,28.44136923,3.040691538,2.813549231,24.25243077,22.96378462,2000,0.980002,0.0199976,0,2.304730769,0,29684.52308,17403.82308,39.562,39.937,39.125,38.72092308,39.187,1960,39.99846154,0,1718979892,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-39.93548095,1.964361039,0.337657334,0,2.295885714,0.003818182,0.001086627,1,1,2,2-Jan,3.13151,2.77784,0.155682,0.160308,0.134163,0.127334,31709.2,33860.5,33988.5,36556.6,41537.6,45752.8,53038.7,58391.4,1.94377,1.91785,0.147134,0,29.4975,999.9,71.261,29.054,29.063,60.4039,47.8205,1,0.0740295,0,20.1597,5.19438,12.0099,4.97485,3.29393,9999,9999,999.9,9999,1.86309,1.86778,1.86752,1.86877,1.86963,1.86567,1.86672,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.748,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.1,34561.9,1.76758,2.59766,1.54785,2.27539,1.64673,2.34741,32.976,15.1039,18,498.492,474.463,29.8695,28.3493,30.0002,28.2913,28.2345,35.5012,0,100,-999.9,858.269,32.198,96.4013,94.6282,NA
244,1718979928,3592.9,20240621 09:25:28,9:25:28,5,5657,ozzie,1718979920,0.001974711,1.974710899,10.55510457,786.6451538,583.3648023,57.76733268,77.89704164,0.095180255,2.912595946,0.093485464,0.058578172,321.5150097,32.99458729,32.99458729,5.050570691,65.18343779,3.044355753,4.670443684,2.006214938,-87.08475067,-217.5557869,-16.98995026,-0.115478186,31.60159091,1.973635851,10.55510457,865.020784,835.3576545,3.289300608,64.73330297,1.974710899,28.45577703,30.75228424,2.56E-05,126.4284892,0,0,1,0,51504,1999.994615,1681.195409,0.840599968,0.160757938,6,0.5,0: Broadleaf,2,TRUE,1718979920,786.6451538,826.4297692,30.7435,28.44796923,790.384,30.35857692,500.0044615,98.92439231,0.0999788,31.60909231,31.88988462,999.9,0,0,10011.35385,0,138.2025385,-39.78465385,811.5966154,850.6283846,2.295543077,826.4297692,28.44796923,3.041283077,2.814197692,24.25567692,22.96759231,1999.994615,0.980002,0.0199976,0,2.346423077,0,29691.10769,17403.78462,39.562,39.937,39.13930769,38.74030769,39.19184615,1959.994615,39.99769231,0,1718979897,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-39.853625,2.630142857,0.411869269,0,2.295705,-0.007262256,0.00133212,1,1,2,2-Jan,3.13154,2.77808,0.157772,0.162477,0.134186,0.127355,31630.5,33773.1,33988.3,36556.7,41536.8,45752,53038.8,58391.5,1.9441,1.91747,0.147164,0,29.5013,999.9,71.261,29.034,29.0255,60.2339,48.101,1,0.00861534,0.0697168,20.1598,5.19588,12.0099,4.9751,3.29393,9999,9999,999.9,9999,1.86309,1.86782,1.86752,1.86879,1.86964,1.86568,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.759,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.2,34562,1.79932,2.59033,1.54785,2.27539,1.64551,2.36694,32.976,15.1127,18,498.705,474.239,29.872,28.3517,30.0001,28.2913,28.2358,36.0325,0,100,-999.9,871.714,32.198,96.4011,94.6284,NA
245,1718979933,3597.9,20240621 09:25:33,9:25:33,5,5657,ozzie,1718979925,0.00197627,1.976270215,10.46895443,802.8896154,600.6412785,59.47823693,79.50578904,0.095250751,2.910250511,0.093552132,0.058620173,321.5139839,32.99733935,32.99733935,5.05135176,65.18922885,3.044994485,4.671008599,2.006357275,-87.15351649,-217.4780741,-16.99797683,-0.115583548,31.5681879,1.973604362,10.46895443,882.4987569,852.3720788,3.40242669,64.73330297,1.976270215,28.46176901,30.75991818,2.69E-05,126.4284892,0,0,1,0,51542,1999.988462,1681.190217,0.840599958,0.160757919,6,0.5,0: Broadleaf,2,TRUE,1718979925,802.8896154,842.6701538,30.74989231,28.45455385,806.6413846,30.36497692,500.0350769,98.92450769,0.10005,31.61122308,31.89250769,999.9,0,0,9997.920769,0,129.7904615,-39.78061538,828.3617692,867.3502308,2.295346154,842.6701538,28.45455385,3.041918462,2.814852308,24.25916923,22.97143846,1999.988462,0.980002,0.0199976,0,2.302784615,0,29696.33077,17403.73077,39.562,39.937,39.15838462,38.75,39.20153846,1959.988462,39.99692308,0,1718979902,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-39.86419524,-0.321498701,0.404073343,0,2.295675714,-0.005497403,0.001271406,1,1,2,2-Jan,3.13145,2.77803,0.159899,0.164538,0.13421,0.127371,31551.3,33690.1,33988.9,36556.8,41536.7,45751.4,53039.9,58391.5,1.94393,1.91772,0.147179,0,29.5045,999.9,71.286,29.054,29.0694,60.3939,47.8606,1,0.0739532,0,20.1595,5.19333,12.0099,4.9748,3.2939,9999,9999,999.9,9999,1.86309,1.86781,1.86752,1.86878,1.8696,1.86567,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.772,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.2,34562.1,1.82495,2.59277,1.54785,2.27539,1.64673,2.30469,32.976,15.1039,18,498.596,474.396,29.8747,28.3517,30.0001,28.292,28.2358,36.6468,0,100,-999.9,891.891,32.198,96.4031,94.6284,NA
246,1718979938,3602.9,20240621 09:25:38,9:25:38,5,5657,ozzie,1718979930,0.001977223,1.977222629,10.49615887,819.1154615,616.0383841,61.00324018,81.1129607,0.095334741,2.913739709,0.093635152,0.058672147,321.5129935,32.9967668,32.9967668,5.051189255,65.19850552,3.045639232,4.671332891,2.005550023,-87.19551794,-217.4567493,-16.97601108,-0.115284751,31.82555949,1.974123147,10.49615887,899.4497107,869.3098364,3.398057224,64.73330297,1.977222629,28.46587387,30.76532182,1.84E-05,126.4284892,0,0,1,0,51561,1999.983077,1681.185626,0.840599926,0.160757857,6,0.5,0: Broadleaf,2,TRUE,1718979930,819.1154615,859.2458462,30.75624615,28.4602,822.8797692,30.37130769,500.0090769,98.92513077,0.099932862,31.61244615,31.89516923,999.9,0,0,10017.82846,0,119.9556923,-40.1303,845.1079231,884.4163077,2.296033077,859.2458462,28.4602,3.042566154,2.815429231,24.26270769,22.97482308,1999.983077,0.980002,0.0199976,0,2.378115385,0,29700.84615,17403.69231,39.562,39.937,39.17269231,38.75,39.21607692,1959.983077,39.99461538,0,1718979907,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-39.95081,-4.874291729,0.514910218,0,2.295938,0.008924211,0.001441442,1,1,2,2-Jan,3.13171,2.77834,0.16202,0.166698,0.13423,0.127388,31471.8,33603,33989.2,36556.7,41536.3,45750.9,53040.3,58391.7,1.944,1.91753,0.147305,0,29.5082,999.9,71.286,29.054,29.0733,60.3439,47.6242,1,0.0740498,0,20.1598,5.19408,12.0099,4.975,3.29395,9999,9999,999.9,9999,1.86309,1.8678,1.86752,1.86876,1.86962,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.784,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.3,34562.1,1.85669,2.60376,1.54785,2.27539,1.64673,2.21802,32.976,15.0864,18,498.66,474.29,29.8773,28.3541,30.0002,28.2937,28.2381,37.1803,0,100,-999.9,905.376,32.198,96.4037,94.6286,NA
247,1718979943,3607.9,20240621 09:25:43,9:25:43,5,5657,ozzie,1718979935,0.001974858,1.974858373,10.44658576,835.575,632.6117271,62.64469328,82.74323308,0.095237578,2.913361022,0.093541202,0.058613147,321.5123715,32.99766143,32.99766143,5.05144318,65.21178676,3.046279595,4.671363485,2.005163585,-87.09125425,-217.5508806,-16.98565149,-0.115414862,32.07891308,1.974508934,10.44658576,917.1332053,886.7061879,3.467341561,64.73330297,1.974858373,28.47341841,30.77000121,1.39E-05,126.4284892,0,0,1,0,51446,1999.98,1681.182974,0.840599893,0.160757793,6,0.5,0: Broadleaf,2,TRUE,1718979935,835.575,876.0461538,30.76257692,28.46624615,839.3516923,30.37763077,500.0415385,98.92553077,0.099970331,31.61256154,31.89783077,999.9,0,0,10015.61923,0,108.9337154,-40.47121538,862.0953846,901.7145385,2.296314615,876.0461538,28.46624615,3.043203846,2.816039231,24.26620769,22.9784,1999.98,0.980002,0.0199976,0,2.314892308,0,29702.15385,17403.67692,39.562,39.937,39.18223077,38.75,39.22576923,1959.98,39.99230769,0,1718979912,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-40.23338571,-4.294550649,0.500356587,0,2.295898571,0.007067532,0.001546887,1,1,2,2-Jan,3.13177,2.77786,0.16413,0.16872,0.134243,0.127411,31392.5,33520.9,33989.1,36556.1,41535.5,45749.3,53039.8,58390.9,1.94415,1.91753,0.147335,0,29.5115,999.9,71.286,29.054,29.0714,60.2339,47.5841,1,0.00872967,0.0697168,20.1597,5.19318,12.0099,4.9748,3.29393,9999,9999,999.9,9999,1.8631,1.8678,1.86752,1.86876,1.86961,1.86568,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.797,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.4,34562.2,1.88232,2.59888,1.54785,2.27661,1.64673,2.22168,32.976,15.0864,18,498.758,474.29,29.8799,28.3541,30.0001,28.2937,28.2381,37.794,0,100,-999.9,925.52,32.198,96.4032,94.6272,NA
248,1718979948,3612.9,20240621 09:25:48,9:25:48,5,5657,ozzie,1718979940,0.001972035,1.972035198,10.62338827,852.1518462,645.4301054,63.91402209,84.38474044,0.095105802,2.912227314,0.093413426,0.058532936,321.5155545,32.99910866,32.99910866,5.051853968,65.2228302,3.046828732,4.671414477,2.005025236,-86.96675222,-217.663249,-17.00117774,-0.115624554,32.27307039,1.973599863,10.62338827,934.2088256,903.7610182,3.428113321,64.73330297,1.972035198,28.48165443,30.77498303,1.45E-05,126.4284892,0,0,1,0,51414,2000.000769,1681.200352,0.840599853,0.160757715,6,0.5,0: Broadleaf,2,TRUE,1718979940,852.1518462,892.8951538,30.76813077,28.47282308,855.9406923,30.38316154,500.0312308,98.92549231,0.099981638,31.61275385,31.9003,999.9,0,0,10009.13231,0,97.33566154,-40.74331538,879.2033846,919.0634615,2.295297692,892.8951538,28.47282308,3.043751538,2.816686923,24.26920769,22.9822,2000.000769,0.980002308,0.019997354,0,2.275646154,0,29706.21538,17403.86154,39.562,39.937,39.17746154,38.75,39.22576923,1960.001538,39.99,0,1718979917,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-40.613985,-3.180257143,0.375511717,0,2.2955265,-0.013426015,0.002174397,1,1,2,2-Jan,3.13166,2.77812,0.166224,0.170873,0.134253,0.127439,31313.8,33434.2,33989,36556.2,41535.2,45748.5,53039.8,58391.4,1.94403,1.9178,0.146061,0,29.5147,999.9,71.286,29.054,29.0722,60.2439,47.6402,1,0.0740701,0,20.1597,5.19423,12.0099,4.97475,3.29398,9999,9999,999.9,9999,1.8631,1.86781,1.86752,1.86876,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.808,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.5,34562.3,1.91528,2.59766,1.54785,2.27661,1.64673,2.32666,32.976,15.0952,18,498.698,474.476,29.8823,28.3554,30.0001,28.2961,28.2399,38.3407,0,100,-999.9,939.009,32.198,96.4031,94.6278,NA
249,1718979953,3617.9,20240621 09:25:53,9:25:53,5,5657,ozzie,1718979945,0.001968154,1.968153548,10.64817936,868.8849231,660.8031132,65.43635321,86.04175675,0.09489918,2.911101997,0.093213441,0.058407363,321.5156772,33.00191758,33.00191758,5.052651354,65.2279428,3.047292413,4.671759191,2.00535894,-86.79557148,-217.8159577,-17.02002584,-0.115877756,32.48501778,1.971161982,10.64817936,952.2508532,921.3515212,3.511546898,64.73330297,1.968153548,28.48943874,30.77824364,8.46E-06,126.4284892,0,0,1,0,51615,2000.001538,1681.200998,0.840599852,0.160757715,6,0.5,0: Broadleaf,2,TRUE,1718979945,868.8849231,909.9185385,30.77280769,28.48040769,872.6857692,30.38786923,500.0446154,98.9255,0.099991715,31.61405385,31.89893846,999.9,0,0,10002.69154,0,85.7861,-41.03377692,896.472,936.5933846,2.292402308,909.9185385,28.48040769,3.044215385,2.817438462,24.27175385,22.98660769,2000.001538,0.980002308,0.019997354,0,2.268946154,0,29710.76154,17403.86923,39.562,39.937,39.18223077,38.75,39.23546154,1960.002308,39.99,0,1718979922,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-40.8668,-3.614368831,0.429631173,0,2.293891429,-0.034505455,0.00366444,1,1,2,2-Jan,3.13148,2.77807,0.168335,0.172877,0.134265,0.127455,31234.5,33353.4,33988.9,36556.2,41534.8,45747.6,53039.7,58391.1,1.94383,1.91785,0.146773,0,29.516,999.9,71.286,29.064,29.0875,60.4639,47.8646,1,0.0743089,0,20.1596,5.19483,12.0099,4.97485,3.29385,9999,9999,999.9,9999,1.86309,1.86782,1.86752,1.86878,1.86964,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.819,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.6,34562.4,1.9397,2.59033,1.54785,2.27539,1.64673,2.3645,32.976,15.1039,18,498.567,474.513,29.885,28.3566,30.0002,28.2961,28.2405,38.9339,0,100,-999.9,959.181,32.198,96.4029,94.6275,NA
250,1718979958,3622.9,20240621 09:25:58,9:25:58,5,5657,ozzie,1718979950,0.00197152,1.971520471,10.69907177,885.6572308,676.522509,66.99273816,87.70233387,0.095088286,2.911560484,0.093396148,0.058522116,321.5155536,33.00181218,33.00181218,5.052621431,65.2346287,3.047773759,4.672018252,2.004847672,-86.94405279,-217.6803728,-17.0068255,-0.115697559,32.54700821,1.969401184,10.69907177,969.1855754,938.5775576,3.44109464,64.73330297,1.971520471,28.49358749,30.78625818,2.62E-05,126.4284892,0,0,1,0,51504,2000.000769,1681.200351,0.840599852,0.160757715,6,0.5,0: Broadleaf,2,TRUE,1718979950,885.6572308,926.8056154,30.77777692,28.48729231,889.4696154,30.39282308,500.0131538,98.9252,0.099942938,31.61503077,31.89963846,999.9,0,0,10005.34538,0,74.90236923,-41.14853077,913.7813077,953.9822308,2.290481538,926.8056154,28.48729231,3.044696923,2.81811,24.27439231,22.99054615,2000.000769,0.980002385,0.019997346,0,2.1724,0,29716.37692,17403.84615,39.562,39.937,39.18223077,38.75,39.23546154,1960.002308,39.99,0,1718979927,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-41.047525,-1.957484211,0.326920207,0,2.291691,-0.026792481,0.00309735,1,1,2,2-Jan,3.13149,2.77817,0.170393,0.174928,0.134288,0.127465,31157.3,33270.8,33989,36556.3,41534,45747.6,53039.8,58391.5,1.9439,1.91755,0.146903,0,29.5191,999.9,71.286,29.054,29.0713,60.3539,48.0889,1,0.0741184,0,20.1598,5.19618,12.0099,4.97505,3.2939,9999,9999,999.9,9999,1.8631,1.86782,1.86752,1.86876,1.86964,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.831,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.7,34562.5,1.97021,2.58789,1.54785,2.27539,1.64673,2.38647,32.976,15.1039,18,498.621,474.325,29.8874,28.3566,30,28.2968,28.2405,39.458,0,100,-999.9,972.671,32.198,96.4031,94.628,NA
251,1718979963,3627.9,20240621 09:26:03,9:26:03,5,5657,ozzie,1718979955,0.001972603,1.972603291,10.52748772,902.5020769,695.8026861,68.90180492,89.37019544,0.095147222,2.91202669,0.093453272,0.058557978,321.5121606,33.00322501,33.00322501,5.053022538,65.23908258,3.048314564,4.67252825,2.004707974,-86.99180512,-217.6351226,-17.0008466,-0.115613764,32.54006545,1.969287515,10.52748772,986.6638571,956.0444424,3.485358461,64.73330297,1.972603291,28.4978479,30.79183212,1.69E-05,126.4284892,0,0,1,0,51339,1999.979231,1681.182282,0.84059987,0.16075775,6,0.5,0: Broadleaf,2,TRUE,1718979955,902.5020769,943.6813846,30.78330769,28.49299231,906.3259231,30.39837692,500.0183846,98.92493846,0.099980954,31.61695385,31.9029,999.9,0,0,10008.04,0,64.84936154,-41.17943077,931.1665385,971.3586154,2.290313846,943.6813846,28.49299231,3.045238462,2.818668462,24.27734615,22.99382308,1999.979231,0.980002077,0.019997592,0,2.269461538,0,29718.43077,17403.64615,39.562,39.937,39.18223077,38.75,39.25,1959.98,39.99076923,0,1718979932,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,-41.11022381,-0.442776623,0.292245821,0,2.291002381,-0.002375844,0.002134851,1,1,2,2-Jan,3.13149,2.77801,0.172436,0.17686,0.134305,0.127484,31080.4,33192.9,33988.8,36556.3,41533.5,45746.9,53040,58391.5,1.9441,1.9178,0.14716,0,29.5223,999.9,71.261,29.064,29.0805,60.3639,47.9928,1,0.0745097,0,20.1595,5.19692,12.0099,4.97515,3.29398,9999,9999,999.9,9999,1.86309,1.86783,1.86752,1.86875,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.841,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34562.7,34562.6,1.99585,2.58667,1.54785,2.27539,1.64673,2.30713,32.9983,15.0952,18,498.767,474.496,29.8893,28.3578,30.0001,28.2985,28.2423,40.0662,0,100,-999.9,992.836,32.198,96.403,94.628,NA
